procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7756992 286728 8175124    0    0     0     0  837  706 46  5 49  0  0
 2  0      0 7756868 286728 8175124    0    0     0     0  865  725 47  4 49  0  0
 2  0      0 7756744 286728 8175124    0    0     0     0  844  744 46  5 49  0  0
 2  0      0 7756744 286728 8175124    0    0     0    16  876  784 47  4 49  0  0
 2  0      0 7756744 286728 8175124    0    0     0     0  887  790 47  4 49  0  0
 2  0      0 7756744 286728 8175124    0    0     0     0  863  768 47  4 49  0  0
 2  0      0 7756744 286728 8175128    0    0     0     0  837  723 46  5 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7756744 286728 8175128    0    0     0     0  838  777 47  4 49  0  0
 2  0      0 7756744 286728 8175128    0    0     0     0  831  697 46  5 49  0  0
 2  0      0 7756744 286728 8175128    0    0     0    36  833  696 46  5 49  0  0
 2  0      0 7756744 286728 8175128    0    0     0     0  848  709 48  4 48  0  0
 2  0      0 7756744 286728 8175128    0    0     0     0  831  703 47  4 49  0  0
 2  0      0 7756744 286728 8175128    0    0     0     0  823  672 48  4 49  0  0
 2  0      0 7756744 286728 8175132    0    0     0     0  843  693 46  5 49  0  0
 2  0      0 7756744 286728 8175132    0    0     0     0  842  723 46  5 49  0  0
 2  0      0 7756620 286736 8175132    0    0     0    16  859  744 46  5 49  0  0
 3  0      0 7756620 286736 8175132    0    0     0     0  832  718 47  4 49  0  0
 2  0      0 7756620 286736 8175132    0    0     0     0  842  723 47  4 49  0  0
 2  0      0 7756428 286736 8175132    0    0     0     0  851  715 47  4 49  0  0
 2  0      0 7756428 286736 8175132    0    0     0     0  839  720 46  5 49  0  0
 2  0      0 7756428 286736 8175132    0    0     0    16  835  706 46  5 49  0  0
 2  0      0 7756428 286736 8175132    0    0     0     0  833  698 47  4 49  0  0
 2  0      0 7756428 286736 8175132    0    0     0     0  833  704 47  5 49  0  0
 2  0      0 7756428 286736 8175132    0    0     0     0  850  726 47  4 49  0  0
 3  0      0 7755096 286736 8175132    0    0     0     0  839  723 46  6 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  794  651 47  4 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0    16  828  670 46  5 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  815  664 48  4 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7755096 286736 8175132    0    0     0     0  829  705 47  4 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0    12  840  737 47  4 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  850  753 47  4 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  833  708 47  4 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0    28  837  686 47  4 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  825  692 47  4 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     8  827  632 47  4 50  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  776  572 48  3 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  811  646 48  3 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  850  709 47  4 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0    28  845  725 48  4 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  843  750 46  5 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  848  710 48  3 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  832  720 45  6 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  840  689 46  5 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0    16  841  714 47  5 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  824  704 46  5 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  822  710 48  3 49  0  0
 3  0      0 7755096 286736 8175132    0    0     0     0  850  738 46  5 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0     0  819  681 48  3 49  0  0
 2  0      0 7755096 286736 8175132    0    0     0    16  835  721 47  5 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7755096 286736 8175132    0    0     0    20  839  718 48  4 49  0  0
 2  0      0 7755096 286736 8175136    0    0     0     0  860  774 46  6 49  0  0
 2  0      0 7755096 286736 8175136    0    0     0     0  824  694 47  4 49  0  0
 2  0      0 7755096 286736 8175136    0    0     0     0  824  686 47  4 49  0  0
 3  0      0 7755096 286736 8175136    0    0     0    16  873  752 47  4 49  0  0
 2  0      0 7751252 286736 8175136    0    0     0     0  840  684 48  4 48  0  0
 2  0      0 7751252 286736 8175136    0    0     0     0  795  632 47  4 49  0  0
 2  0      0 7751252 286736 8175136    0    0     0     0  792  608 47  4 49  0  0
 2  0      0 7751252 286736 8175136    0    0     0     0  815  675 47  4 49  0  0
 2  0      0 7751252 286736 8175136    0    0     0    16  835  719 47  4 49  0  0
 2  0      0 7751252 286736 8175136    0    0     0     0  816  690 46  5 49  0  0
 2  0      0 7751252 286736 8175136    0    0     0     0  820  721 48  4 49  0  0
 2  0      0 7751252 286736 8175136    0    0     0     0  829  700 47  4 49  0  0
 2  0      0 7751252 286736 8175136    0    0     0     0  822  688 47  4 49  0  0
 2  0      0 7751252 286736 8175136    0    0     0    16  818  695 46  5 49  0  0
 2  0      0 7751376 286736 8175136    0    0     0     8  826  716 46  5 49  0  0
 2  0      0 7751376 286736 8175136    0    0     0     0  857  750 47  4 49  0  0
 2  0      0 7751376 286736 8175136    0    0     0     0  873  754 47  5 49  0  0
 2  0      0 7751376 286736 8175136    0    0     0     0  854  696 47  5 49  0  0
 2  0      0 7751376 286736 8175136    0    0     0    16  845  738 47  5 49  0  0
 2  0      0 7751376 286736 8175136    0    0     0     8  828  720 47  4 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7751376 286736 8175136    0    0     0     0  828  695 47  4 49  0  0
 2  0      0 7751376 286736 8175136    0    0     0     0  810  697 47  4 49  0  0
 2  0      0 7751376 286736 8175136    0    0     0     0  814  690 47  4 49  0  0
 2  0      0 7751376 286736 8175136    0    0     0    36  824  725 46  5 49  0  0
 2  0      0 7751376 286736 8175136    0    0     0     0  813  692 47  4 49  0  0
 2  0      0 7751376 286736 8175136    0    0     0     0  813  693 47  5 49  0  0
 2  0      0 7751376 286736 8175136    0    0     0     0  834  735 48  3 49  0  0
 2  0      0 7751376 286736 8175136    0    0     0     0  829  684 45  6 49  0  0
 2  0      0 7751376 286740 8175136    0    0     0    16  851  720 47  4 49  0  0
 2  0      0 7751376 286740 8175136    0    0     0     0  828  725 46  5 49  0  0
 2  0      0 7751376 286740 8175136    0    0     0     0  807  713 48  3 49  0  0
 2  0      0 7751376 286740 8175136    0    0     0     0  815  679 46  5 49  0  0
 2  0      0 7753360 286740 8175136    0    0     0     0  861  726 47  4 49  0  0
 2  0      0 7753360 286740 8175136    0    0     0    16  785  629 47  5 48  0  0
 2  0      0 7753360 286740 8175136    0    0     0    16  787  627 47  4 49  0  0
 2  0      0 7753360 286740 8175136    0    0     0     0  806  660 47  4 49  0  0
 2  0      0 7753360 286740 8175136    0    0     0     0  819  677 45  6 49  0  0
 2  0      0 7753392 286740 8175136    0    0     0     0  818  691 47  4 49  0  0
 2  0      0 7753392 286740 8175136    0    0     0    16  846  730 47  4 49  0  0
 2  0      0 7753392 286740 8175136    0    0     0     0  822  695 47  4 49  0  0
 2  0      0 7753392 286740 8175136    0    0     0     0  805  705 46  5 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7753392 286740 8175136    0    0     0     0  847  717 47  4 49  0  0
 2  0      0 7753392 286740 8175136    0    0     0     0  820  724 46  5 49  0  0
 2  0      0 7753392 286740 8175136    0    0     0    16  823  729 47  4 49  0  0
 2  0      0 7753392 286740 8175136    0    0     0     0  838  733 46  5 49  0  0
 2  0      0 7753392 286740 8175140    0    0     0     0  845  730 47  4 49  0  0
 2  0      0 7753392 286740 8175140    0    0     0     0  822  726 47  4 49  0  0
 2  0      0 7753392 286740 8175140    0    0     0     0  824  725 46  5 49  0  0
 2  0      0 7753392 286740 8175140    0    0     0    16  822  737 47  4 49  0  0
 2  0      0 7753392 286740 8175140    0    0     0     8  854  764 47  5 49  0  0
 2  0      0 7753392 286740 8175140    0    0     0     0  831  728 48  3 49  0  0
 2  0      0 7753392 286740 8175140    0    0     0     0  834  719 47  5 49  0  0
 2  0      0 7753392 286740 8175140    0    0     0     0  837  723 47  4 49  0  0
 2  0      0 7753392 286740 8175144    0    0     0    16  834  739 47  4 49  0  0
 2  0      0 7753392 286740 8175144    0    0     0     8  825  746 47  4 49  0  0
 2  0      0 7753392 286740 8175144    0    0     0     0  845  750 46  5 49  0  0
 2  0      0 7753392 286740 8175144    0    0     0     0  846  738 46  5 49  0  0
 2  0      0 7753392 286740 8175144    0    0     0     0  824  738 47  4 49  0  0
 2  0      0 7753392 286740 8175144    0    0     0    32  840  757 47  4 49  0  0
 2  0      0 7753392 286740 8175144    0    0     0     0  840  760 48  3 49  0  0
 2  0      0 7753392 286740 8175144    0    0     0     0  820  704 46  5 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     0  851  758 46  6 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7751408 286740 8175144    0    0     0     0  801  666 45  7 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0    16  801  678 47  4 49  0  0
 3  0      0 7751408 286740 8175144    0    0     0     0  841  721 47  5 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     0  820  740 47  4 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     0  841  749 47  4 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     0  835  748 47  5 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0    16  838  742 46  5 49  0  0
 2  0      0 7751532 286740 8175144    0    0     0    12  834  733 45  6 49  0  0
 2  0      0 7751532 286740 8175144    0    0     0     0  837  744 47  4 49  0  0
 2  0      0 7751532 286740 8175144    0    0     0     0  829  737 47  4 49  0  0
 2  0      0 7751532 286740 8175144    0    0     0     0  825  739 47  4 49  0  0
 2  0      0 7751532 286740 8175144    0    0     0    16  831  750 46  5 49  0  0
 2  0      0 7751532 286740 8175144    0    0     0     0  843  746 47  4 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     0  862  753 45  6 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     0  822  712 47  4 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     0  854  763 46  6 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0    16  903  866 46  5 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     0  863  752 46  5 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     0  843  699 47  4 49  0  0
 3  0      0 7751408 286740 8175144    0    0     0     0  831  701 47  4 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     0  840  703 46  5 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7751408 286740 8175144    0    0     0    16  839  719 47  4 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0    12  844  725 46  5 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     0  817  681 47  4 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     0  862  723 47  4 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     0  829  708 48  3 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0    28  841  720 45  6 49  0  0
 2  0      0 7751408 286740 8175144    0    0     0     4  861  745 46  5 49  0  0
 2  0      0 7750912 286740 8175148    0    0     0     0  829  688 46  5 49  0  0
 2  0      0 7750912 286740 8175148    0    0     0     0  818  669 46  5 49  0  0
 3  0      0 7750912 286740 8175148    0    0     0     0  805  631 47  4 49  0  0
lstm training finishs batch_size 16 layer_num 2 layer_size 200
 1  0      0 7833024 286740 8175196    0    0     0    16 2124 1084 39 11 51  0  0
 2  0      0 7737180 286740 8175224    0    0     0     0  843  850 40  6 55  0  0
 2  0      0 7737180 286740 8175224    0    0     0     0  774  604 47  3 49  0  0
 2  0      0 7737180 286740 8175224    0    0     0     0  761  576 48  2 49  0  0
 2  0      0 7737180 286740 8175224    0    0     0     0  767  584 46  4 50  0  0
 2  0      0 7737180 286740 8175224    0    0     0    16  771  590 47  4 49  0  0
 2  0      0 7737180 286740 8175224    0    0     0     0  764  577 48  2 50  0  0
 2  0      0 7737180 286740 8175224    0    0     0     0  758  595 48  3 49  0  0
 2  0      0 7737180 286740 8175224    0    0     0     0  765  576 47  4 49  0  0
 2  0      0 7737180 286740 8175224    0    0     0     0  764  551 46  4 49  0  0
 2  0      0 7737180 286740 8175224    0    0     0     0  770  563 48  3 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7737180 286740 8175224    0    0     0    32  763  582 48  3 49  0  0
 2  0      0 7737180 286740 8175224    0    0     0     0  782  608 48  3 49  0  0
 2  0      0 7737180 286740 8175224    0    0     0     0  786  600 47  4 49  0  0
 2  0      0 7737180 286740 8175224    0    0     0     0  758  557 48  2 49  0  0
 2  0      0 7737180 286740 8175228    0    0     0     0  768  575 48  3 49  0  0
 2  0      0 7737180 286740 8175228    0    0     0    16  773  604 48  3 49  0  0
 2  0      0 7737180 286740 8175228    0    0     0     0  747  538 48  3 50  0  0
 2  0      0 7737180 286740 8175228    0    0     0     0  790  598 47  4 49  0  0
 2  0      0 7737180 286740 8175228    0    0     0     0  759  576 48  3 49  0  0
 2  0      0 7737180 286740 8175228    0    0     0     0  758  588 48  3 49  0  0
 2  0      0 7737180 286740 8175228    0    0     0    16  760  616 48  3 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  805  674 48  3 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  756  587 49  2 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  751  559 47  4 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  778  609 48  3 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0    28  778  657 46  5 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  809  739 48  3 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  768  574 49  2 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  755  561 48  3 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  759  576 48  3 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0    40  780  618 47  3 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7735940 286740 8175228    0    0     0     0  761  594 47  4 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  774  576 49  2 50  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  786  628 47  3 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  807  604 47  4 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0    32  779  608 49  2 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  792  584 47  4 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  758  555 48  3 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  766  542 49  2 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  767  573 48  3 49  0  0
 2  0      0 7735940 286740 8175228    0    0     0     0  766  570 48  2 50  0  0
